----------------------------------------------
*** WARNING ***
Don't use the item ID for anything "proper"!!
It's provided here for completeness's sake, it's different in every world.
----------------------------------------------
Mod name, Registry name, Item ID, Display name
Minecraft, minecraft:command_block_minecart, 867, Minecart with Command Block
Minecraft, minecraft:comparator, 567, Redstone Comparator
Minecraft, minecraft:compass, 683, Compass
Minecraft, minecraft:composter, 935, Composter
Minecraft, minecraft:conduit, 528, Conduit
Minecraft, minecraft:cooked_beef, 740, Steak
Minecraft, minecraft:cooked_chicken, 742, Cooked Chicken
Minecraft, minecraft:cooked_cod, 691, Cooked Cod
Minecraft, minecraft:cooked_mutton, 869, Cooked Mutton
Minecraft, minecraft:cooked_porkchop, 648, Cooked Porkchop
Minecraft, minecraft:cooked_rabbit, 856, Cooked Rabbit
Minecraft, minecraft:cooked_salmon, 692, Cooked Salmon
Minecraft, minecraft:cookie, 732, Cookie
Minecraft, minecraft:cornflower, 121, Cornflower
Minecraft, minecraft:cow_spawn_egg, 766, Cow Spawn Egg
Minecraft, minecraft:cracked_nether_bricks, 265, Cracked Nether Bricks
Minecraft, minecraft:cracked_polished_blackstone_bricks, 974, Cracked Polished Blackstone Bricks
Minecraft, minecraft:cracked_stone_bricks, 242, Cracked Stone Bricks
Minecraft, minecraft:crafting_table, 183, Crafting Table
Minecraft, minecraft:creeper_banner_pattern, 930, Banner Pattern
Minecraft, minecraft:creeper_head, 840, Creeper Head
Minecraft, minecraft:creeper_spawn_egg, 767, Creeper Spawn Egg
Minecraft, minecraft:crimson_button, 311, Crimson Button
Minecraft, minecraft:crimson_door, 564, Crimson Door
Minecraft, minecraft:crimson_fence, 214, Crimson Fence
Minecraft, minecraft:crimson_fence_gate, 258, Crimson Fence Gate
Minecraft, minecraft:crimson_fungus, 126, Crimson Fungus
Minecraft, minecraft:crimson_hyphae, 67, Crimson Hyphae
Minecraft, minecraft:crimson_nylium, 12, Crimson Nylium
Minecraft, minecraft:crimson_planks, 21, Crimson Planks
Minecraft, minecraft:crimson_pressure_plate, 197, Crimson Pressure Plate
Minecraft, minecraft:crimson_roots, 128, Crimson Roots
Minecraft, minecraft:crimson_sign, 658, Crimson Sign
Minecraft, minecraft:crimson_slab, 144, Crimson Slab
Minecraft, minecraft:crimson_stairs, 283, Crimson Stairs
Minecraft, minecraft:crimson_stem, 43, Crimson Stem
Minecraft, minecraft:crimson_trapdoor, 232, Crimson Trapdoor
Minecraft, minecraft:crossbow, 926, Crossbow
Minecraft, minecraft:crying_obsidian, 962, Crying Obsidian
Minecraft, minecraft:cut_red_sandstone, 420, Cut Red Sandstone
Minecraft, minecraft:cut_red_sandstone_slab, 157, Cut Red Sandstone Slab
Minecraft, minecraft:cut_sandstone, 83, Cut Sandstone
Minecraft, minecraft:cut_sandstone_slab, 149, Cut Sandstone Slab
Minecraft, minecraft:cyan_banner, 879, Cyan Banner
Minecraft, minecraft:cyan_bed, 725, Cyan Bed
Minecraft, minecraft:cyan_carpet, 359, Cyan Carpet
Minecraft, minecraft:cyan_concrete, 473, Cyan Concrete
Minecraft, minecraft:cyan_concrete_powder, 489, Cyan Concrete Powder
Minecraft, minecraft:cyan_dye, 705, Cyan Dye
Minecraft, minecraft:cyan_glazed_terracotta, 457, Cyan Glazed Terracotta
Minecraft, minecraft:cyan_shulker_box, 441, Cyan Shulker Box
Minecraft, minecraft:cyan_stained_glass, 388, Cyan Stained Glass
Minecraft, minecraft:cyan_stained_glass_pane, 404, Cyan Stained Glass Pane
Minecraft, minecraft:cyan_terracotta, 340, Cyan Terracotta
Minecraft, minecraft:cyan_wool, 104, Cyan Wool
Minecraft, minecraft:damaged_anvil, 316, Damaged Anvil
Minecraft, minecraft:dandelion, 111, Dandelion
Minecraft, minecraft:dark_oak_boat, 903, Dark Oak Boat
Minecraft, minecraft:dark_oak_button, 310, Dark Oak Button
Minecraft, minecraft:dark_oak_door, 563, Dark Oak Door
Minecraft, minecraft:dark_oak_fence, 213, Dark Oak Fence
Minecraft, minecraft:dark_oak_fence_gate, 257, Dark Oak Fence Gate
Minecraft, minecraft:dark_oak_leaves, 74, Dark Oak Leaves
Minecraft, minecraft:dark_oak_log, 42, Dark Oak Log
Minecraft, minecraft:dark_oak_planks, 20, Dark Oak Planks
Minecraft, minecraft:dark_oak_pressure_plate, 196, Dark Oak Pressure Plate
Minecraft, minecraft:dark_oak_sapling, 28, Dark Oak Sapling
Minecraft, minecraft:dark_oak_sign, 657, Dark Oak Sign
Minecraft, minecraft:dark_oak_slab, 143, Dark Oak Slab
Minecraft, minecraft:dark_oak_stairs, 370, Dark Oak Stairs
Minecraft, minecraft:dark_oak_trapdoor, 231, Dark Oak Trapdoor
Minecraft, minecraft:dark_oak_wood, 66, Dark Oak Wood
Minecraft, minecraft:dark_prismarine, 413, Dark Prismarine
Minecraft, minecraft:dark_prismarine_slab, 161, Dark Prismarine Slab
Minecraft, minecraft:dark_prismarine_stairs, 416, Dark Prismarine Stairs
Minecraft, minecraft:daylight_detector, 320, Daylight Detector
Minecraft, minecraft:dead_brain_coral, 512, Dead Brain Coral
Minecraft, minecraft:dead_brain_coral_block, 498, Dead Brain Coral Block
Minecraft, minecraft:dead_brain_coral_fan, 523, Dead Brain Coral Fan
Minecraft, minecraft:dead_bubble_coral, 513, Dead Bubble Coral
Minecraft, minecraft:dead_bubble_coral_block, 499, Dead Bubble Coral Block
Minecraft, minecraft:dead_bubble_coral_fan, 524, Dead Bubble Coral Fan
Minecraft, minecraft:dead_bush, 91, Dead Bush
Minecraft, minecraft:dead_fire_coral, 514, Dead Fire Coral
Minecraft, minecraft:dead_fire_coral_block, 500, Dead Fire Coral Block
Minecraft, minecraft:dead_fire_coral_fan, 525, Dead Fire Coral Fan
Minecraft, minecraft:dead_horn_coral, 515, Dead Horn Coral
Minecraft, minecraft:dead_horn_coral_block, 501, Dead Horn Coral Block
Minecraft, minecraft:dead_horn_coral_fan, 526, Dead Horn Coral Fan
Minecraft, minecraft:dead_tube_coral, 516, Dead Tube Coral
Minecraft, minecraft:dead_tube_coral_block, 497, Dead Tube Coral Block
Minecraft, minecraft:dead_tube_coral_fan, 522, Dead Tube Coral Fan
Minecraft, minecraft:debug_stick, 908, Debug Stick
Minecraft, minecraft:detector_rail, 86, Detector Rail
Minecraft, minecraft:diamond, 578, Diamond
Minecraft, minecraft:diamond_axe, 606, Diamond Axe
Minecraft, minecraft:diamond_block, 182, Block of Diamond
Minecraft, minecraft:diamond_boots, 637, Diamond Boots
Minecraft, minecraft:diamond_chestplate, 635, Diamond Chestplate
Minecraft, minecraft:diamond_helmet, 634, Diamond Helmet
Minecraft, minecraft:diamond_hoe, 607, Diamond Hoe
Minecraft, minecraft:diamond_horse_armor, 863, Diamond Horse Armor
Minecraft, minecraft:diamond_leggings, 636, Diamond Leggings
Minecraft, minecraft:diamond_ore, 181, Diamond Ore
Minecraft, minecraft:diamond_pickaxe, 605, Diamond Pickaxe
Minecraft, minecraft:diamond_shovel, 604, Diamond Shovel
Minecraft, minecraft:diamond_sword, 603, Diamond Sword
Minecraft, minecraft:diorite, 4, Diorite
Minecraft, minecraft:diorite_slab, 555, Diorite Slab
Minecraft, minecraft:diorite_stairs, 542, Diorite Stairs
Minecraft, minecraft:diorite_wall, 300, Diorite Wall
Minecraft, minecraft:dirt, 9, Dirt
Minecraft, minecraft:dispenser, 80, Dispenser
Minecraft, minecraft:dolphin_spawn_egg, 768, Dolphin Spawn Egg
Minecraft, minecraft:donkey_spawn_egg, 769, Donkey Spawn Egg
Minecraft, minecraft:dragon_breath, 892, Dragon's Breath
Minecraft, minecraft:dragon_egg, 273, Dragon Egg
Minecraft, minecraft:dragon_head, 841, Dragon Head
Minecraft, minecraft:dried_kelp, 736, Dried Kelp
Minecraft, minecraft:dried_kelp_block, 676, Dried Kelp Block
Minecraft, minecraft:dropper, 330, Dropper
Minecraft, minecraft:drowned_spawn_egg, 770, Drowned Spawn Egg
Minecraft, minecraft:egg, 682, Egg
Minecraft, minecraft:elder_guardian_spawn_egg, 771, Elder Guardian Spawn Egg
Minecraft, minecraft:elytra, 898, Elytra
Minecraft, minecraft:emerald, 827, Emerald
Minecraft, minecraft:emerald_block, 279, Block of Emerald
Minecraft, minecraft:emerald_ore, 276, Emerald Ore
Minecraft, minecraft:enchanted_book, 848, Enchanted Book
Minecraft, minecraft:enchanted_golden_apple, 651, Enchanted Golden Apple
Minecraft, minecraft:enchanting_table, 269, Enchanting Table
Minecraft, minecraft:end_crystal, 886, End Crystal
Minecraft, minecraft:end_portal_frame, 270, End Portal Frame
Minecraft, minecraft:end_rod, 172, End Rod
Minecraft, minecraft:end_stone, 271, End Stone
Minecraft, minecraft:end_stone_brick_slab, 548, End Stone Brick Slab
Minecraft, minecraft:end_stone_brick_stairs, 534, End Stone Brick Stairs
Minecraft, minecraft:end_stone_brick_wall, 299, End Stone Brick Wall
Minecraft, minecraft:end_stone_bricks, 272, End Stone Bricks
Minecraft, minecraft:ender_chest, 277, Ender Chest
Minecraft, minecraft:ender_eye, 757, Eye of Ender
Minecraft, minecraft:ender_pearl, 744, Ender Pearl
Minecraft, minecraft:enderman_spawn_egg, 772, Enderman Spawn Egg
Minecraft, minecraft:endermite_spawn_egg, 773, Endermite Spawn Egg
Minecraft, minecraft:evoker_spawn_egg, 774, Evoker Spawn Egg
Minecraft, minecraft:experience_bottle, 823, Bottle o' Enchanting
Minecraft, minecraft:farmland, 184, Farmland
Minecraft, minecraft:feather, 617, Feather
Minecraft, minecraft:fermented_spider_eye, 752, Fermented Spider Eye
Minecraft, minecraft:fern, 90, Fern
Minecraft, minecraft:filled_map, 733, Map
Minecraft, minecraft:fire_charge, 824, Fire Charge
Minecraft, minecraft:fire_coral, 510, Fire Coral
Minecraft, minecraft:fire_coral_block, 505, Fire Coral Block
Minecraft, minecraft:fire_coral_fan, 520, Fire Coral Fan
Minecraft, minecraft:firework_rocket, 846, Firework Rocket
Minecraft, minecraft:firework_star, 847, Firework Star
Minecraft, minecraft:fishing_rod, 684, Fishing Rod
Minecraft, minecraft:fletching_table, 940, Fletching Table
Minecraft, minecraft:flint, 646, Flint
Minecraft, minecraft:flint_and_steel, 572, Flint and Steel
Minecraft, minecraft:flower_banner_pattern, 929, Banner Pattern
Minecraft, minecraft:flower_pot, 829, Flower Pot
Minecraft, minecraft:fox_spawn_egg, 775, Fox Spawn Egg
Minecraft, minecraft:furnace, 185, Furnace
Minecraft, minecraft:furnace_minecart, 681, Minecart with Furnace
Minecraft, minecraft:ghast_spawn_egg, 776, Ghast Spawn Egg
Minecraft, minecraft:ghast_tear, 746, Ghast Tear
Minecraft, minecraft:gilded_blackstone, 966, Gilded Blackstone
Minecraft, minecraft:glass, 77, Glass
Minecraft, minecraft:glass_bottle, 750, Glass Bottle
Minecraft, minecraft:glass_pane, 249, Glass Pane
Minecraft, minecraft:glistering_melon_slice, 758, Glistering Melon Slice
Minecraft, minecraft:globe_banner_pattern, 933, Banner Pattern
Minecraft, minecraft:glowstone, 224, Glowstone
Minecraft, minecraft:glowstone_dust, 686, Glowstone Dust
Minecraft, minecraft:gold_block, 136, Block of Gold
Minecraft, minecraft:gold_ingot, 580, Gold Ingot
Minecraft, minecraft:gold_nugget, 747, Gold Nugget
Minecraft, minecraft:gold_ore, 33, Gold Ore
Minecraft, minecraft:golden_apple, 650, Golden Apple
Minecraft, minecraft:golden_axe, 596, Golden Axe
Minecraft, minecraft:golden_boots, 641, Golden Boots
Minecraft, minecraft:golden_carrot, 835, Golden Carrot
Minecraft, minecraft:golden_chestplate, 639, Golden Chestplate
Minecraft, minecraft:golden_helmet, 638, Golden Helmet
Minecraft, minecraft:golden_hoe, 597, Golden Hoe
Minecraft, minecraft:golden_horse_armor, 862, Golden Horse Armor
Minecraft, minecraft:golden_leggings, 640, Golden Leggings
Minecraft, minecraft:golden_pickaxe, 595, Golden Pickaxe
Minecraft, minecraft:golden_shovel, 594, Golden Shovel
Minecraft, minecraft:golden_sword, 593, Golden Sword
Minecraft, minecraft:granite, 2, Granite
Minecraft, minecraft:granite_slab, 551, Granite Slab
Minecraft, minecraft:granite_stairs, 538, Granite Stairs
Minecraft, minecraft:granite_wall, 293, Granite Wall
Minecraft, minecraft:grass, 89, Grass
Minecraft, minecraft:grass_block, 8, Grass Block
Minecraft, minecraft:grass_path, 372, Grass Path
Minecraft, minecraft:gravel, 32, Gravel
Minecraft, minecraft:gray_banner, 877, Gray Banner
Minecraft, minecraft:gray_bed, 723, Gray Bed
Minecraft, minecraft:gray_carpet, 357, Gray Carpet
Minecraft, minecraft:gray_concrete, 471, Gray Concrete
Minecraft, minecraft:gray_concrete_powder, 487, Gray Concrete Powder
Minecraft, minecraft:gray_dye, 703, Gray Dye
Minecraft, minecraft:gray_glazed_terracotta, 455, Gray Glazed Terracotta
Minecraft, minecraft:gray_shulker_box, 439, Gray Shulker Box
Minecraft, minecraft:gray_stained_glass, 386, Gray Stained Glass
Minecraft, minecraft:gray_stained_glass_pane, 402, Gray Stained Glass Pane
Minecraft, minecraft:gray_terracotta, 338, Gray Terracotta
Minecraft, minecraft:gray_wool, 102, Gray Wool
Minecraft, minecraft:green_banner, 883, Green Banner
Minecraft, minecraft:green_bed, 729, Green Bed
Minecraft, minecraft:green_carpet, 363, Green Carpet
Minecraft, minecraft:green_concrete, 477, Green Concrete
Minecraft, minecraft:green_concrete_powder, 493, Green Concrete Powder
Minecraft, minecraft:green_dye, 709, Green Dye
Minecraft, minecraft:green_glazed_terracotta, 461, Green Glazed Terracotta
Minecraft, minecraft:green_shulker_box, 445, Green Shulker Box
Minecraft, minecraft:green_stained_glass, 392, Green Stained Glass
Minecraft, minecraft:green_stained_glass_pane, 408, Green Stained Glass Pane
Minecraft, minecraft:green_terracotta, 344, Green Terracotta
Minecraft, minecraft:green_wool, 108, Green Wool
Minecraft, minecraft:grindstone, 941, Grindstone
Minecraft, minecraft:guardian_spawn_egg, 777, Guardian Spawn Egg
Minecraft, minecraft:gunpowder, 618, Gunpowder
Minecraft, minecraft:hay_block, 349, Hay Bale
Minecraft, minecraft:heart_of_the_sea, 925, Heart of the Sea
Minecraft, minecraft:heavy_weighted_pressure_plate, 319, Heavy Weighted Pressure Plate
Minecraft, minecraft:hoglin_spawn_egg, 778, Hoglin Spawn Egg
Minecraft, minecraft:honey_block, 956, Honey Block
Minecraft, minecraft:honey_bottle, 955, Honey Bottle
Minecraft, minecraft:honeycomb, 952, Honeycomb
Minecraft, minecraft:honeycomb_block, 957, Honeycomb Block
Minecraft, minecraft:hopper, 323, Hopper
Minecraft, minecraft:hopper_minecart, 852, Minecart with Hopper
Minecraft, minecraft:horn_coral, 511, Horn Coral
Minecraft, minecraft:horn_coral_block, 506, Horn Coral Block
Minecraft, minecraft:horn_coral_fan, 521, Horn Coral Fan
Minecraft, minecraft:horse_spawn_egg, 779, Horse Spawn Egg
Minecraft, minecraft:husk_spawn_egg, 780, Husk Spawn Egg
Minecraft, minecraft:ice, 203, Ice
Minecraft, minecraft:infested_chiseled_stone_bricks, 239, Infested Chiseled Stone Bricks
Minecraft, minecraft:infested_cobblestone, 235, Infested Cobblestone
Minecraft, minecraft:infested_cracked_stone_bricks, 238, Infested Cracked Stone Bricks
Minecraft, minecraft:infested_mossy_stone_bricks, 237, Infested Mossy Stone Bricks
Minecraft, minecraft:infested_stone, 234, Infested Stone
Minecraft, minecraft:infested_stone_bricks, 236, Infested Stone Bricks
Minecraft, minecraft:ink_sac, 693, Ink Sac
Minecraft, minecraft:iron_axe, 601, Iron Axe
Minecraft, minecraft:iron_bars, 247, Iron Bars
Minecraft, minecraft:iron_block, 137, Block of Iron
Minecraft, minecraft:iron_boots, 633, Iron Boots
Minecraft, minecraft:iron_chestplate, 631, Iron Chestplate
Minecraft, minecraft:iron_door, 557, Iron Door
Minecraft, minecraft:iron_helmet, 630, Iron Helmet
Minecraft, minecraft:iron_hoe, 602, Iron Hoe
Minecraft, minecraft:iron_horse_armor, 861, Iron Horse Armor
Minecraft, minecraft:iron_ingot, 579, Iron Ingot
Minecraft, minecraft:iron_leggings, 632, Iron Leggings
Minecraft, minecraft:iron_nugget, 906, Iron Nugget
Minecraft, minecraft:iron_ore, 34, Iron Ore
Minecraft, minecraft:iron_pickaxe, 600, Iron Pickaxe
Minecraft, minecraft:iron_shovel, 599, Iron Shovel
Minecraft, minecraft:iron_sword, 598, Iron Sword
Minecraft, minecraft:iron_trapdoor, 348, Iron Trapdoor
Minecraft, minecraft:item_frame, 828, Item Frame
Minecraft, minecraft:jack_o_lantern, 225, Jack o'Lantern
Minecraft, minecraft:jigsaw, 569, Jigsaw Block
Minecraft, minecraft:jukebox, 207, Jukebox
Minecraft, minecraft:jungle_boat, 901, Jungle Boat
Minecraft, minecraft:jungle_button, 308, Jungle Button
Minecraft, minecraft:jungle_door, 561, Jungle Door
Minecraft, minecraft:jungle_fence, 211, Jungle Fence
Minecraft, minecraft:jungle_fence_gate, 255, Jungle Fence Gate
Minecraft, minecraft:jungle_leaves, 72, Jungle Leaves
Minecraft, minecraft:jungle_log, 40, Jungle Log
Minecraft, minecraft:jungle_planks, 18, Jungle Planks
Minecraft, minecraft:jungle_pressure_plate, 194, Jungle Pressure Plate
Minecraft, minecraft:jungle_sapling, 26, Jungle Sapling
Minecraft, minecraft:jungle_sign, 655, Jungle Sign
Minecraft, minecraft:jungle_slab, 141, Jungle Slab
Minecraft, minecraft:jungle_stairs, 282, Jungle Stairs
Minecraft, minecraft:jungle_trapdoor, 229, Jungle Trapdoor
